1000

1           18.3245     	-71.2829    	198.62      	
1           17.8149     	-70.4771    	198.92      	
1           17.6765     	-69.5687    	199.316     	
1           17.6826     	-68.6187    	199.629     	
1           17.8529     	-67.6729    	199.904     	
1           17.7024     	-66.7161    	200.151     	
1           17.729      	-65.7476    	200.4       	
1           17.7964     	-64.7544    	200.306     	
1           17.9936     	-63.8759    	199.871     	
1           18.5562     	-63.1304    	199.513     	
1           19.1482     	-62.4259    	199.122     	
1           19.3077     	-61.4568    	198.933     	
1           20.0173     	-60.7673    	198.786     	
1           20.5409     	-60.136     	198.214     	
1           20.9939     	-59.3447    	197.803     	
1           21.8024     	-58.9012    	197.417     	
1           22.531      	-58.2177    	197.369     	
1           22.9254     	-57.3652    	197.025     	
1           23.4393     	-56.5079    	197.038     	
1           23.9944     	-55.6785    	196.979     	
1           24.5878     	-54.9014    	197.189     	
1           25.359      	-54.496     	197.681     	
1           26.1977     	-53.9558    	197.614     	
1           26.8233     	-53.2038    	197.409     	
1           27.477      	-52.6435    	196.899     	
1           28.3569     	-52.5337    	196.436     	
1           29.1734     	-52.3818    	195.88      	
1           29.8211     	-51.8044    	195.383     	
1           30.6965     	-51.3215    	195.374     	
1           31.5312     	-50.9012    	195.731     	
1           32.3582     	-50.3674    	195.904     	
1           33.2226     	-49.8825    	196.038     	
1           34.1746     	-49.6662    	196.255     	
1           35.1261     	-49.3608    	196.286     	
1           36.0857     	-49.1023    	196.396     	
1           37.0255     	-48.9142    	196.681     	
1           37.7636     	-48.2489    	196.57      	
1           38.6785     	-47.8495    	196.636     	
1           39.6312     	-47.7234    	196.911     	
1           40.6111     	-47.8566    	197.059     	
1           41.5589     	-47.5613    	197.179     	
1           42.3642     	-47.0324    	197.446     	
1           42.9197     	-46.4313    	196.871     	
1           43.404      	-46.286     	196.009     	
1           43.913      	-45.9019    	195.238     	
1           43.6065     	-45.3827    	194.44      	
1           43.6592     	-44.7621    	193.658     	
1           43.7022     	-44.2011    	192.832     	
1           43.6353     	-43.5525    	192.073     	
1           43.1608     	-42.744     	191.724     	
1           42.7827     	-41.9877    	191.19      	
1           42.6101     	-41.371     	190.422     	
1           42.2283     	-40.7154    	189.77      	
1           41.3999     	-40.3669    	189.333     	
1           40.7279     	-39.9867    	188.698     	
1           39.8156     	-39.8155    	188.326     	
1           38.9176     	-40.0496    	187.953     	
1           38.3974     	-40.8382    	187.625     	
1           37.907      	-41.7088    	187.643     	
1           37.9061     	-42.5886    	187.165     	
1           37.89       	-43.4954    	186.746     	
1           37.354      	-44.206     	186.29      	
1           36.9034     	-44.8276    	185.649     	
1           36.4513     	-45.5799    	185.17      	
1           35.804      	-46.1992    	184.725     	
1           35.0458     	-46.8156    	184.514     	
1           34.641      	-47.6999    	184.279     	
1           34.171      	-48.4623    	183.835     	
1           33.5121     	-48.9755    	183.284     	
1           32.897      	-48.849     	182.506     	
1           32.2929     	-48.2896    	181.939     	
1           31.5072     	-47.8662    	181.486     	
1           31.0552     	-47.2529    	180.838     	
1           30.465      	-46.8419    	180.144     	
1           30.2075     	-46.1414    	179.479     	
1           29.7243     	-45.2684    	179.415     	
1           29.2317     	-44.4194    	179.224     	
1           28.9782     	-43.4518    	179.225     	
1           29.0101     	-42.4591    	179.341     	
1           28.938      	-41.4858    	179.561     	
