1000

1           -129.662    	44.7028     	80.5769     	
1           -129.608    	43.8053     	81.0139     	
1           -129.928    	42.8798     	80.8101     	
1           -130.554    	42.1321     	81.0348     	
1           -131.421    	41.673      	81.2264     	
1           -132.372    	41.4024     	81.3742     	
1           -132.939    	40.8933     	82.0223     	
1           -133.469    	40.3057     	82.6336     	
1           -133.582    	39.4064     	83.0569     	
1           -133.824    	38.4774     	83.3357     	
1           -133.864    	37.4819     	83.2486     	
1           -134.105    	36.5121     	83.2922     	
1           -134.27     	35.5394     	83.4559     	
1           -134.438    	34.7367     	84.0279     	
1           -134.843    	33.8831     	84.357      	
1           -134.99     	32.8986     	84.2651     	
1           -134.692    	31.9792     	84.5223     	
1           -134.239    	31.091      	84.6049     	
1           -133.425    	30.5838     	84.3242     	
1           -132.648    	30.2471     	83.7928     	
1           -131.845    	29.7065     	83.5411     	
1           -131.431    	28.8315     	83.2881     	
1           -131.053    	27.9069     	83.2416     	
1           -130.871    	26.9925     	82.8819     	
1           -130.767    	26.0099     	83.0404     	
1           -130.557    	25.0775     	83.3354     	
1           -129.951    	24.2909     	83.4475     	
1           -129.248    	23.7873     	83.9497     	
1           -128.704    	22.9593     	84.0841     	
1           -128.253    	22.1925     	84.5424     	
1           -127.691    	21.7397     	85.2334     	
1           -126.748    	21.6139     	85.5422     	
1           -125.769    	21.4858     	85.6986     	
1           -124.853    	21.13       	85.8828     	
1           -124.117    	20.4697     	86.0306     	
1           -123.643    	19.6258     	86.2816     	
1           -123.677    	18.6365     	86.4228     	
1           -123.21     	17.7609     	86.5476     	
1           -122.592    	17.0198     	86.8086     	
1           -121.982    	16.2665     	87.054      	
1           -121.352    	15.4918     	87.1116     	
1           -120.868    	14.7291     	87.5398     	
1           -120.052    	14.3941     	88.0108     	
1           -119.439    	14.318      	88.7972     	
1           -118.859    	14.0751     	89.5753     	
1           -118.146    	13.7869     	90.2144     	
1           -117.632    	13.8902     	91.0658     	
1           -117.383    	14.2367     	91.9701     	
1           -117.364    	14.8442     	92.764      	
1           -116.755    	15.2374     	93.4534     	
1           -116.152    	15.4486     	94.223      	
1           -115.323    	15.3564     	94.7756     	
1           -114.529    	15.9072     	95.0303     	
1           -114.155    	16.7293     	95.459      	
1           -114.337    	17.6436     	95.8211     	
1           -114.389    	18.6022     	96.1001     	
1           -114.341    	19.5966     	96.1985     	
1           -114.323    	20.4987     	96.6295     	
1           -114.316    	21.383      	97.0952     	
1           -114.193    	22.3005     	97.4763     	
1           -113.869    	23.1229     	97.9424     	
1           -113.96     	24.0492     	98.3085     	
1           -114.463    	24.9126     	98.3459     	
1           -114.388    	25.8607     	98.0362     	
1           -114.561    	26.4106     	97.219      	
1           -114.63     	26.8996     	96.3496     	
1           -114.572    	27.137      	95.3794     	
1           -114.157    	27.5887     	94.5905     	
1           -113.696    	27.7712     	93.7216     	
1           -113.426    	27.2588     	92.9068     	
1           -113.298    	26.798      	92.0285     	
1           -113.789    	25.9983     	91.6805     	
1           -114.493    	25.4163     	91.2742     	
1           -115.348    	25.072      	90.8863     	
1           -116.023    	25.1834     	90.1578     	
1           -116.326    	25.1575     	89.2052     	
1           -116.217    	25.2164     	88.2129     	
1           -115.884    	25.3473     	87.2791     	
1           -115.186    	25.3426     	86.5632     	
1           -114.562    	25.4496     	85.7883     	
1           -113.941    	25.7548     	85.0667     	
1           -113.592    	26.2611     	84.2769     	
1           -113.217    	26.1869     	83.3536     	
1           -113.219    	26.2835     	82.3584     	
1           -113.732    	26.5745     	81.5505     	
1           -114.311    	26.7899     	80.7636     	
1           -114.856    	27.3        	80.0989     	
1           -115.12     	28.2617     	80.0274     	
1           -114.965    	29.2006     	79.7186     	
1           -114.494    	30.0601     	79.5201     	
1           -114.008    	30.8328     	79.1118     	
1           -113.649    	31.6442     	78.6502     	
1           -113.525    	32.3816     	77.9875     	
1           -113.149    	33.0518     	77.3459     	
1           -112.918    	33.8856     	76.8444     	
1           -112.884    	34.8317     	76.5248     	
