1000

1           -76.1215    	70.9099     	399.191     	
1           -75.6948    	71.5096     	399.868     	
1           -75.2897    	72.2223     	400.441     	
1           -74.9522    	72.6634     	401.273     	
1           -74.5974    	72.925      	402.169     	
1           -74.2477    	73.3498     	403.004     	
1           -74.1156    	74.0014     	403.752     	
1           -74.1557    	74.6006     	404.552     	
1           -73.5497    	74.7167     	405.338     	
1           -72.6563    	74.5826     	405.766     	
1           -71.7221    	74.386      	406.065     	
1           -70.8376    	74.0185     	406.353     	
1           -69.9439    	73.578      	406.263     	
1           -69.0281    	73.1762     	406.27      	
1           -68.2725    	72.5318     	406.157     	
1           -67.5166    	71.8895     	406.035     	
1           -66.6088    	71.5602     	405.773     	
1           -65.8679    	70.9134     	405.591     	
1           -65.4459    	70.0183     	405.448     	
1           -65.5328    	69.0905     	405.809     	
1           -65.559     	68.0976     	405.928     	
1           -65.3956    	67.3708     	406.595     	
1           -65.1207    	66.4937     	406.99      	
1           -64.8536    	65.5498     	407.184     	
1           -64.445     	64.7056     	407.532     	
1           -64.2511    	63.7897     	407.884     	
1           -63.7596    	63.0553     	408.351     	
1           -63.1269    	62.3086     	408.555     	
1           -62.6316    	61.4911     	408.848     	
1           -61.8526    	61.1649     	409.385     	
1           -61.0014    	60.8058     	409.766     	
1           -60.2379    	60.3655     	410.239     	
1           -59.2638    	60.2151     	410.407     	
1           -58.2916    	59.9817     	410.418     	
1           -57.4641    	59.7175     	410.915     	
1           -56.8175    	59.8255     	411.67      	
1           -55.9281    	59.7161     	412.111     	
1           -55.1601    	59.1008     	412.296     	
1           -54.4713    	58.5806     	412.801     	
1           -54.0949    	58.5122     	413.724     	
1           -53.5723    	58.3735     	414.566     	
1           -53.0576    	58.4082     	415.422     	
1           -52.5003    	58.6418     	416.22      	
1           -52.2901    	58.9682     	417.141     	
1           -52.2353    	59.1279     	418.126     	
1           -51.9051    	59.6543     	418.911     	
1           -51.5353    	60.0062     	419.77      	
1           -51.3157    	59.7637     	420.715     	
1           -51.223     	59.2557     	421.571     	
1           -50.5944    	58.7079     	422.122     	
1           -49.9674    	58.3882     	422.835     	
