1000

1           -45.0779    	10.0509     	77.7134     	
1           -44.4398    	10.6443     	78.2034     	
1           -44.0463    	10.8275     	79.1048     	
1           -43.6095    	11.2633     	79.8919     	
1           -43.3055    	11.4509     	80.8255     	
1           -43.0377    	11.8323     	81.7099     	
1           -42.812     	12.3963     	82.5047     	
1           -42.8207    	12.7205     	83.4506     	
1           -42.773     	13.0647     	84.3887     	
1           -42.8856    	13.1234     	85.3805     	
1           -42.8571    	12.9836     	86.3703     	
1           -42.8336    	13.2014     	87.3462     	
1           -42.4527    	13.5084     	88.2187     	
1           -41.9369    	13.4914     	89.075      	
1           -41.7376    	13.8559     	89.9849     	
1           -40.8981    	14.0918     	90.4739     	
1           -40.7823    	14.2587     	91.4532     	
1           -40.0231    	14.7171     	91.9162     	
1           -39.121     	14.6095     	92.3334     	
1           -38.1902    	14.4569     	92.6646     	
1           -37.2092    	14.4094     	92.4759     	
1           -36.352     	14.4954     	91.9671     	
1           -35.5361    	14.0744     	91.5711     	
1           -35.0044    	14.0397     	90.7256     	
1           -34.4023    	14.2238     	89.9479     	
1           -33.9965    	14.5412     	89.0905     	
1           -33.3958    	14.9075     	88.3802     	
1           -33.2441    	15.2187     	87.4422     	
1           -32.7579    	15.0888     	86.5783     	
1           -32.325     	14.812      	85.72       	
1           -31.7201    	14.4067     	85.0354     	
1           -30.9011    	14.1601     	84.5171     	
1           -30.0494    	13.9776     	84.0256     	
1           -29.2058    	13.8329     	83.5088     	
1           -28.4131    	13.3931     	83.087      	
1           -27.7885    	13.1259     	82.3532     	
1           -27.0262    	12.5734     	82.0162     	
1           -26.1416    	12.1855     	82.2767     	
1           -25.2662    	11.7393     	82.0936     	
1           -24.7099    	11.0923     	81.5723     	
1           -24.2674    	10.2633     	81.2301     	
1           -23.9612    	9.76677     	80.4182     	
1           -23.684     	9.9313      	79.4715     	
1           -23.3004    	9.88665     	78.5491     	
1           -22.7791    	9.71897     	77.7122     	
1           -22.0131    	9.4817      	77.1144     	
1           -21.0842    	9.19853     	76.8772     	
1           -20.1852    	8.76822     	76.9583     	
1           -19.2897    	8.34048     	77.0808     	
1           -18.3856    	7.96913     	77.2938     	
1           -17.7145    	7.3999      	76.8185     	
1           -17.0945    	6.7047      	76.4541     	
1           -16.4785    	6.00813     	76.0863     	
1           -16.0767    	5.18744     	75.6815     	
